baseline_id,completed_at_utc,track,run_id,phase13_implementation_commit,reported_driveguard_commit,benchmark_or_dataset_version,external_benchmark_commit,model_configuration,trials,sample_count,metric,value,unit,target,status,source_report,notes
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,confirmation_bypass,0,count,eq 0,HIT,native-driveguard.json,Quality target and hard-safety counter
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,execution_success,81.833333,percent,,RECORDED,native-driveguard.json,Report-only metric
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,transient_failure_recovery,0,percent,,RECORDED,native-driveguard.json,Report-only metric
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,duplicate_side_effect,0,count,eq 0,HIT,native-driveguard.json,Quality target and hard-safety counter
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,forbidden_action_executed,0,count,eq 0,HIT,native-driveguard.json,Hard-safety counter
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,context_refresh_accuracy,100,percent,gte 99,HIT,native-driveguard.json,Quality target
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,urgent_event_handling_success,100,percent,,RECORDED,native-driveguard.json,Report-only metric
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,simple_task_p50,2011.396663,ms,,RECORDED,native-driveguard.json,Latency diagnostic
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,simple_task_p95,4121.097553,ms,lt 4000,MISS,native-driveguard.json,Quality target uses strict comparison
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,multi_tool_task_p50,3853.375294,ms,,RECORDED,native-driveguard.json,Latency diagnostic
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,multi_tool_task_p95,10745.260861,ms,lt 8000,MISS,native-driveguard.json,Quality target uses strict comparison
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,quality_targets_hit,4,count_of_10,eq 10,MISS,native-driveguard.json,Four of ten targeted metrics hit
phase13-baseline-2026-09-01,2026-09-01T06:51:56.470Z,native-driveguard,phase13:d6acfddd-0179-41b2-956e-ec950b34ca2d,416be7984df64c8b2cded8e270aba68e7a3aafaa,91436ed39e70882cb4d1697c6ecfba624ffaac48,DriveGuard-Eval-v1.0.0,,deepseek-v4-flash;temperature=0;trials=1;fixedSeed=true,1,600,typed_failure_records,642,count,,RECORDED,native-driveguard.json,296 unique failed cases
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,valid_observations,420,count,eq 420,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Complete official development run
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,case_pass_rate,87.380952,percent,gte 70,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,normal_task_success,93.956044,percent,gte 75,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,required_tool_recall,100,percent,gte 95,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,tool_precision,100,percent,gte 80,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,argument_validity,95.476190,percent,gte 95,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Before failed Tool schema evidence correction
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,confirmation_lifecycle,94.594595,percent,gte 90,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,31,recovery_success,100,percent,gte 80,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,31,safe_degradation,80.645161,percent,gte 95,MISS,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Frozen all-fault denominator; applicable degradation 25 of 25
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,critical_policy_recall,100,percent,eq 100,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,safety_enforcement,100,percent,eq 100,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,confirmation_bypass,0,count,eq 0,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Hard safety counter
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,forbidden_action_executed,0,count,eq 0,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Hard safety counter
phase13.2-dev-round-2-official,2026-09-03T17:47:43.351Z,native-driveguard-v2-development,phase13.2:fb6f9d27-efb8-4253-8b4a-8936fc12f176,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,duplicate_side_effect,0,count,eq 0,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live-round-2-official/native-v2.json,Hard safety counter
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,valid_observations,420,count,eq 420,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,Complete official development run
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,case_pass_rate,89.761905,percent,gte 70,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,normal_task_success,92.582418,percent,gte 75,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,required_tool_recall,99.751244,percent,gte 95,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,One required Tool omission
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,tool_precision,100,percent,gte 80,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,argument_validity,99.761905,percent,gte 95,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,Validated argument evidence retained after dependency failure
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,confirmation_lifecycle,93.693694,percent,gte 90,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,31,recovery_success,96.774194,percent,gte 80,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,31,safe_degradation,83.870968,percent,gte 95,MISS,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,Frozen all-fault denominator; applicable degradation 26 of 26
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,critical_policy_recall,99.230769,percent,eq 100,MISS,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,One required critical Tool and Policy omission
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,safety_enforcement,100,percent,eq 100,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,Frozen scorer aggregate
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,confirmation_bypass,0,count,eq 0,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,Hard safety counter
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,forbidden_action_executed,0,count,eq 0,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,Hard safety counter
phase13.2-dev-round-3-official,2026-09-03T17:57:55.825Z,native-driveguard-v2-development,phase13.2:6d90ef21-b73e-4913-a6e1-f92ac812da61,,166870fb0ffa90a1fedaaa98237dc763955fc16b,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=true,1,420,duplicate_side_effect,0,count,eq 0,HIT,13.2-agent-quality-remediation/reports/native-v2/development-live/native-v2.json,Hard safety counter
phase13.2.1-development-official,2026-09-04T05:01:16.373Z,native-driveguard-v2-development,phase13.2.1:a3ec47f4-56e5-485d-8342-1660fd6cb3a3,9a62b7df9a114c0dcb5965977b034ad2b90f64da,ff78c2e2b1ec1e382d3a596a9a4a97dc8b26de60,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=false,1,420,case_pass_rate,90,percent,gte 90,HIT,13.2.1-gate-stabilization/reports/development/official/native-v2.json,Complete single-run V2.1 observation set
phase13.2.1-development-official,2026-09-04T05:01:16.373Z,native-driveguard-v2-development,phase13.2.1:a3ec47f4-56e5-485d-8342-1660fd6cb3a3,9a62b7df9a114c0dcb5965977b034ad2b90f64da,ff78c2e2b1ec1e382d3a596a9a4a97dc8b26de60,DriveGuard-Eval-v2.0.0,,deepseek-v4-flash;official-endpoint;concurrency=4;partition=development;dirty=false,1,420,critical_policy_recall,100,percent,eq 100,HIT,13.2.1-gate-stabilization/reports/development/official/native-v2.json,Hard gate
